"SSID","Filename","Creator[8101]","Culture","Title[8103]","Image View Description[8104]","Image View Type[8105]","Date[8106]","Earliest Date[8107]","Latest Date[8108]","Style/Period[8109]","Materials/Techniques[8110]","Measurements[8111]","Artstor Classification[8112]","Work Type[8113]","Repository[8114]","Accession Number[8115]","Location[3200]","Creation/Discovery Site[8117]","Latitude[8118]","Longitude[8119]","Elevation[8120]","Country[8121]","Description[8122]","Subject[8123]","Relationships[8124]","Image Source[8125]","Photographer[8126]","Image Date[8127]","Local Record ID[8128]","Rights[8129]","Historic Site Name[8137]","Notes[8138]","Faculty requestor[8139]"
769343,"i13-00415.tif",,"Egyptian","Amarna palace",,,"New Kingdom, Dynasty XVIII",-1550,-1292,,,,"Architecture and City Planning|Paintings","pavement painting",,," Amarna, Al Minya, Upper Egypt, Egypt",,,,,"Egypt","View of pavement from Room E depicting pond, wildlife, and bound foreigners; line drawing of painting",,,"Weatherhead, ""Paintings,"" fig. 12.  D. O'Connor personal slide.",,,"i13-00415",,,"Amarna, foreigners","D. O'Connor, fall 2012, FINH-GA 3020-001"
769346,"i13-00410.tif",,"Egyptian","Tomb of Nebamun",,"detail","New Kingdom, Dynasty XVIII",-1550,-1292,,"limestone and polychromy",,"Architecture and City Planning|Paintings","wall painting",,,"Luxor,Qinā,Upper Egypt,Egypt",,,,,"Egypt","View of view of Nebamun's house, date palms, temple, garden",,,"D. O'Connor personal slide.",,,"i13-00410",,,"Nebamun","D. O'Connor, fall 2012, FINH-GA 3020-001"
949486,"i13-01278.tif","Abu al-Ma'ali Nasrallah","Islamic, Iranian, Persian, Mongol","Kalila wa Dimna","View of frontispiece",,"1307-1308",1307,1308,,,,"Manuscripts and Manuscript Illuminations|Paintings","Manuscript painting","British Library, London, England, United Kingdom","Or. 13506, fols. 2b-3a",,"Iran, possibly Shiraz",,,,"Iran",,,,"Simpson, ""In the Beginning: Frontispieces and Front Matter in Ilkhanid and Injuid Manuscripts,"" Beyond the Legacy of Genghis Khan, 2006, p. 517, pl. 16.",,,"i13-01278",,,,"P. Soucek"
949485,"i13-01281.tif",,"Islamic, Iranian, Persian, Injuid","St. Petersburg Illustrated Shahnama","View of illustration: Nushirvan finds a male youth in his harem",,"733/1333",1333,1333,,,,"Manuscripts and Manuscript Illuminations|Paintings","Manuscript painting","Russian National Library, St. Petersburg, Russia","Dorn 329",,"Iran",,,,"Iran",,,,"Adamova, ""The St. Petersburg Illustrated Shahnama of 733 Hijra (1333 AD) and the Injuid School of Painting,"" Shahnama: The Visual Language of the Persian Book of Kings, 2004, p. 59, fig. 5.10.",,,"i13-01281",,,"Inju dynasty","P. Soucek"
1004050,"i13-00582.tif",,"Roman","Porticus Liviae",,,"27 BC-14 AD",-27,14,"Augustan",,,"Paintings","painting",,," Rome, Roma, Lazio, Italy",,,,,"Italy","wall painting from Pompeii with statue groups, Aeneas and Romulus",,,"Zanker, ""Augustus und die Macht der Bilder"", p. 205, IFA 35mm slide, 93-11150.",,,"i13-00582",,,,"K. Welch, fall 2012."
782967,"i12-02344.tif",,"Greek","Stele of Rhynchon",,,"4c BC",-399,-300,,,,"Sculpture and Installations","Sculpture",,,,,,,,,"View of charging warrior; from Thebes",,,"Swindler, ""Ancient Painting,"" 1929, fig. 466.  IFA lantern slide XCL389.",,,"i12-02344",,,,"IFA lantern slide conversion, fall 2011"
771271,"i13-00299.tif",,"Roman","Horti Maecenatiani, Auditorium Maecenatis",,,"1st century AD",0,99,,,,"Architecture and City Planning|Paintings|Garden and Landscape","Architectural drawing",,," Rome, Roma, Lazio, Italy",,,,,"Italy","drawing of painted niche",,,"""Cat. Horti Lamiani,"" fig. 29. IFA 35mm slide 87-12211.",,,"i13-00299",," Rome, Roma, Lazio, Italy",,"K. Welch, fall 2012"
739931,"i12-07784.tif","Robert, Hubert (French painter and draftsman, 1733-1808)","French, Roman","Interior of the Cluny Frigidarium","Detail of right side of composition","Detail",1785,1785,1785,,"oil on canvas",,"Architecture and City Planning|Paintings","Oil painting","Musée Carnavalet, Paris, France",,,,,,,"France",,,,"Velay, ""De Lutece a Paris: L'île et les deux rives,"" p. 49.",,,"i12-07784",,,,"G. Kopcke, fall 2012, FINH-GA 2024-001"
930990,"i12-04074.tif",,,"Fragment of Greek Painting",,,,,,,,,"Paintings","Painting","Musée du Louvre, Paris, Île-de-France, France",,,,,,,,"Image of unknown monument at the Louvre.",,,"Blanche Brown Bequest, 2003",,,"i12-04074",,,,
930997,"i12-04081.tif",,"Hellenistic","Funerary Stele",,,"250-200 BC",-250,-200,,,,"Paintings","Painting","Volos Museum, Volos, Greece",,"Volos, Thessaly, Greece",,,,,"Greece","Stele of Lyttios #8.",,,"Blanche Brown Bequest, 2003",,,"i12-04081",,,,
1079705,"i13-01384.tif",,"Roman","House of the Tragic Poet, Pompeii",,,"89 BC-79 AD",-89,79,"Late Republic, Early Imperial",,,"Architecture and City Planning","reconstruction drawing",,," Pompeii, Napoli, Campania, Italy",,,,,"Italy","reconstructed view of atrium with paintings, southeast side",,,"Bergmann, ""Art Bulletin"", 94, fig.28, IFA 35mm slide, 99-7791.",,,"i13-01384",,,,"K.Welch, fall 2012."
1079706,"i13-01385.tif",,"Roman","House of the Tragic Poet, Pompeii",,,"89 BC-79 AD",-89,79,"Late Republic, Early Imperial",,,"Architecture and City Planning","reconstruction drawing",,," Pompeii, Napoli, Campania, Italy",,,,,"Italy","reconstructed view of atrium with paintings, southwest side",,,"Bergmann, ""Art Bulletin"", 94, fig.28, IFA 35mm slide, 99-7792.",,,"i13-01385",,,,"K.Welch, fall 2012."
1079704,"i13-01383.tif",,"Roman","House of the Tragic Poet, Pompeii",,,"89 BC-79 AD",-89,79,"Late Republic, Early Imperial",,,"Architecture and City Planning","reconstruction drawing",,," Pompeii, Napoli, Campania, Italy",,,,,"Italy","reconstructed view from tablinum into atrium, with paintings",,,"Bergmann, ""Art Bulletin"", 94, fig.30, IFA 35mm slide, 99-7793.",,,"i13-01383",,,,"K.Welch, fall 2012."
746569,"i12-01952.tif",,"La Tène","Cernunnos (Cerunnus) rock carving",,,"Iron Age",-1200,400,,"stone",,"Sculpture and Installations|Paintings","Rock art",,," Val, Camonica, Brescia, Lombardy, Italy"," Val, Camonica, Brescia, Lombardy, Italy",,,,"Italy",,,,"Jacobsthal, ""Early Celtic Art,"" pl. 217, fig. A. IFA lantern slide neg. no. E 687.",,,"i12-01952",,,,"IFA lantern slide conversion, fall 2011"
746568,"i12-01951.tif",,"Indo-European","Superimposed figures, Cueva del Tajo de Las Figuras",,,"Neolithic",-7000,-1700,,,,"Paintings","Painting",,,"Casas Viejas, Cádiz, Spain","Casas Viejas, Cádiz, Spain",,,,"Spain","from different periods",,,"""Ars Hispaniae,"" Vol. 1, fig. 76. IFA lantern slide neg. no. 3637.",,,"i12-01951",,,,"IFA lantern slide conversion, fall 2011"
746601,"i12-01975.tif",,,"Animal rock carvings",,,"Neolithic",-7000,-1700,,"stone",,"Sculpture and Installations|Paintings","Rock art",,,"Vingen, Norway","Vingen, Norway",,,,"Norway","rock carving in Vingen",,,"J. Bøe, ""Felszeichnungen im westlichen Norwegen."" IFA lantern slide neg. no. A 11810.",,,"i12-01975",,,,"IFA lantern slide conversion, fall 2011"
746564,"i12-01950.tif",,"Indo-European","Figures and animal patterns, Cueva del Tajo de Las Figuras",,,"Neolithic",-7000,-1700,,,,"Paintings","Painting",,,"Casas Viejas, Cádiz, Spain","Casas Viejas, Cádiz, Spain",,,,"Spain",,,,"""Ars Hispaniae,"" Vol. 1, fig. 75. IFA lantern slide neg. no. E 3636.",,,"i12-01950",,,,"IFA lantern slide conversion, fall 2011"
746544,"i12-01940.tif",,,"Engraved stone",,,"Bronze Age",-3600,-600,,"stone",,"Sculpture and Installations|Paintings","Relief sculpture",,," A Coruña, A, Coruña, Galicia, Spain","A Coruña, A, Coruña, Galicia, Spain",,,,"Spain","from Brigantium (Coronium)",,,"Bosch Gimpera, fig. 168. IFA lantern slide neg. no. SP 1233.",,,"i12-01940",,,,"IFA lantern slide conversion, fall 2011"
746577,"i12-01956.tif",,"Indo-European","Incised drawing",,,"Bronze Age",-1700,-500,,"stone",,"Sculpture and Installations|Paintings","Rock art",,,"Bjornstad Skiset, Norway","Bjornstad Skiset, Norway",,,,"Norway","rock carving",,,"""Viking,"" Vol. 1, plate XII-1. IFA lantern slide neg. no. B 6989.",,,"i12-01956",,,,"IFA lantern slide conversion, fall 2011"
946535,"i13-00554.tif",,"Roman","Necropolis Vaticana",,,"first half of the 2nd century AD",100,150,,,,"Paintings","painting",,," Rome, Roma, Lazio, Italy",,,,,"Italy","""E"": Mausoleum of T. Aelius Tyrannus, interior detail",,,"Harvard duplicate (K. Welch). IFA 35mm slide, 95-12573.",,,"i13-00554","Harvard University",,,"K. Welch, fall 2012."
694704,"i12-05909.tif",,"Islamic, Ottoman","Star-Ushak carpet",,,"late 15c",1470,1499,,"wool","length: 166 inches, width: 91 1/2 inches","Decorative Arts, Utilitarian Objects and Interior Design","Carpet","Metropolitan Museum of Art, New York, NY, USA",58.63,,,,,,"Turkey","This fresh-colored carpet is one of the earliest, largest, and best-preserved examples of its type. Woven in the Ushak region of western Turkey, ""Star-Ushak"" carpets were made for regional consumption and for export throughout Europe. A similar carpet is depicted under the throne of the Venetian doge in a painting by Paris Bordone dating to 1534, and another is seen under the feet of Henry VIII in a sixteenth-century portrait of that ruler. Their association in European painting with royalty and sanctity underscores the status these carpets enjoyed as luxury trade goods. (MMA web site)",,,"J. McMullan, ""Islamic Carpets,"" pl. 67. IFA 35mm slide, COL 872.",,,"i12-05909",,,"Duplicate of i12-05910","P. Soucek, summer 2012"
694710,"i12-05913.tif",,"Islamic, Ottoman","Holbein Ushak carpet",,,"late 19c-20c",1870,1999,,"wool","120 inches x 51 inches","Decorative Arts, Utilitarian Objects and Interior Design","Carpet","Metropolitan Museum of Art, New York, NY, USA",61.65,,,,,,"Turkey","The basic design of this carpet is an alternate repeat of two major motives: geometrically drawn stellate rosettes enclosed within an octagon, surrounded by a white area, bordered by angular floral stems and tied into a knot-pattern also forming an octagonal outline; and a loosely drawn figure made up of skeletonized floral stems in light blue springing from a small four-pointed star. In between these main pattern elements we find small detached octagons filled with star-rosettes. The entire pattern is set against a brilliant red ground. The border design is developed from Kufic writing. In earlier examples, the actual letter forms are still preserved while in later examples, such as this, the design becomes balanced and purely decorative. For purposes of early identification, rugs of this design have become known as ""Holbeins"" as they appear in a number of paintings by the 16th century German master. The example illustrated is  typical in all respects but is quite unusual in its exceedingly pleasing balance of color, a combination of red, blue, and white. (McMullan, p. 236)",,,"J. McMullan, ""Islamic Carpets,"" pl. 70. IFA 35mm slide, COL 154.",,,"i12-05913",,,,"P. Soucek, summer 2012"
946547,"i13-00566.tif",,"Roman","Necropolis Vaticana",,,"2nd century AD",100,199,,,,"Paintings","painting",,," Rome, Roma, Lazio, Italy",,,,,"Italy","""M"": Mausoleum of the Marci, niche in the north wall with painting",,,"Harvard duplicate (K. Welch). IFA 35mm slide, 95-12564.",,,"i13-00566","Harvard University",,,"K. Welch, fall 2012."
694686,"i12-05897.tif",,"Islamic, Ottoman","Carpet",,,"19c",1800,1899,,"wool","length: 75 1/2 inches, width: 57 3/4 inches","Decorative Arts, Utilitarian Objects and Interior Design","Carpet","Metropolitan Museum of Art, New York, NY, USA","1974.149.29",,,,,,"Turkey","Rugs of this type, using a dual medallion as main elements of design, appear frequently in 15th century paintings of both the Venetian and the Flemish schools. This pattern tradition survived into the 18th and even into the 19th century in Anatolia village rugs of which this is a powerful example. The two octagons that fill almost all of the field enclose a small octagon in the center from which radiate rectangular panels in a star-like fashion, filled with ""latch-hook"" patterns. The central octagon contains a star-and-knot design commonly found in ""Holbein"" rugs of the 16th century and used already in the 15th century. The balance of the field features rows of detached octagons with stars and rosette volutes in the corners which give a sense of movement to the otherwise compact and somewhat static design. The border pattern, although originally based on floral forms, is entirely broken up into geometric units. (McMullan, p. 310)",,,"J. McMullan, ""Islamic Carpets,"" pl. 103. IFA 35mm slide, COL 897.",,,"i12-05897",,,,"P. Soucek, summer 2012"
694726,"i12-05926.tif",,"Islamic, Caucasus","Carpet",,,"19c",1800,1899,,"wool","87 15/16 inches x 72 inches","Decorative Arts, Utilitarian Objects and Interior Design","Carpet","Metropolitan Museum of Art, New York, NY, USA","1971.263.9",,,,,,"Georgia|Azerbaijan|Armenia|Russia","The design appearing here still in almost pure form in the 19th century has been in continuous use at least from the 15th century onward as is documented by rugs of this type represented in Timurid miniatures and European paintings of the 15th century. The basic pattern is very simple; oblong panels enclose stepped octagons. These in turn bear geometric rosettes and tendrils. The borders are quite narrow but they carry the powerful field with no difficulty. (McMullan, p. 172)",,,"J. McMullan, ""Islamic Carpets,"" pl. 50. IFA 35mm slide, COL 866.",,,"i12-05926",,,"Caucasus","P. Soucek, summer 2012"
791009,"i07-09489.tif","Cardenas, Santiago (Colombian painter, draftsman, and graphic artist, born 1937)","Colombian","Pizarra con musa (Blackboard with Muse)",,,1991,1991,1991,,"oil on canvas","86 x 130 cm","Paintings","Painting","Private collection, Caracas, Distrito Federal, Venezuela",,,,,,,"Colombia",,,,"E. Sullivan, ed., ""Latin American Art in the Twentieth Century,"" p. 172, fig. 170",,,"i07-09489",,,,"E. Sullivan, spring 2007"
791016,"i07-09496.tif","Gilbert, Araceli (Ecuadorian painter, 1914-1993)","Ecuadorian","Formas en equilibrio (Forms in Equilibrium)",,,1952,1952,1952,,"oil on canvas","90 x 97 cm","Paintings","Painting","Museo de la Casa de la Cultura Ecuatoriana, Quito, Pichincha, Sierra, Ecuador",,,,,,,"Ecuador",,,,"E. Sullivan, ed., ""Latin American Art in the Twentieth Century,"" p. 184, fig. 182",,,"i07-09496",,,,"E. Sullivan, spring 2007"
694705,"i12-05910.tif",,"Islamic, Ottoman","Star-Ushak carpet",,,"late 15c",1470,1499,,"wool","length: 166 inches, width: 91 1/2 inches","Decorative Arts, Utilitarian Objects and Interior Design","Carpet","Metropolitan Museum of Art, New York, NY, USA",58.63,,,,,,"Turkey","This fresh-colored carpet is one of the earliest, largest, and best-preserved examples of its type. Woven in the Ushak region of western Turkey, ""Star-Ushak"" carpets were made for regional consumption and for export throughout Europe. A similar carpet is depicted under the throne of the Venetian doge in a painting by Paris Bordone dating to 1534, and another is seen under the feet of Henry VIII in a sixteenth-century portrait of that ruler. Their association in European painting with royalty and sanctity underscores the status these carpets enjoyed as luxury trade goods. (MMA web site)",,,"J. McMullan, ""Islamic Carpets,"" pl. 67. IFA 35mm slide, COL 153.",,,"i12-05910",,,"Duplicate of i12-05909","P. Soucek, summer 2012"
791022,"i07-09502.tif","Szyszlo, Fernando de (Peruvian painter, born 1925)","Peruvian","Puka Wamani",,,1968,1968,1968,,"acrylic on wood","150 x 150 cm","Paintings","Painting","Museo de Arte de Lima, Lima, Peru","Gift of Manuel Cisneros de Sánchez",,,,,,"Peru",,,,"E. Sullivan, ed., ""Latin American Art in the Twentieth Century,"" p. 196, fig. 193",,,"i07-09502",,,,"E. Sullivan, spring 2007"
619797,"i12-05893.tif","Malevich, Kazimir (Russian painter, 1878-1935)","Suprematism","Suprematist Painting",,,"1916-1917",,,,"oil on canvas",,"Paintings","Painting","Museum of Modern Art, New York, NY, USA",819.35,,,,,,,,,,"Drutt, ""Kazimir Malevich: Suprematism,"" p. 179.",,,"i12-05893",,,,
791007,"i07-09487.tif","Obregón, Alejandro (Colombian painter, draftsman, and sculptor, 1920-1992)","Colombian","Bodegón en azules (Blue Still Life)",,,1962,1962,1962,,"oil on canvas","200 x 140 cm","Paintings","Painting","Galería El Museo, Bogotá, Distrito Capital de Bogotá, Colombia",,,,,,,"Colombia",,,,"E. Sullivan, ed., ""Latin American Art in the Twentieth Century,"" p. 168, fig. 165",,,"i07-09487",,,,"E. Sullivan, spring 2007"
791017,"i07-09497.tif","Rendón Seminario, Manuel (Equadorian painter, 1894-1982)","Ecuadorian","Juego entre columnas (Game between the Columns)",,,1947,1947,1947,,"oil on canvas","100 x 81 cm","Paintings","Painting","Museo de la Casa de la Cultura Ecuatoriana, Quito, Pichincha, Sierra, Ecuador",,,,,,,"Ecuador",,,,"E. Sullivan, ed., ""Latin American Art in the Twentieth Century,"" p. 185, fig. 183",,,"i07-09497",,,,"E. Sullivan, spring 2007"
791020,"i07-09500.tif","Vinatea Reinoso, Jorge (Peruvian painter and illustrator, 1900-1931)","Peruvian","Balsas del Titicaca (Lake Titicaca Marshes)",,,"ca. 1929",1924,1931,,"oil on canvas","79 x 99 cm","Paintings","Painting","Banco del Crédito del Perú, Lima, Peru",,,,,,,"Peru",,,,"E. Sullivan, ed., ""Latin American Art in the Twentieth Century,"" p. 195, fig. 190",,,"i07-09500",,,,"E. Sullivan, spring 2007"
791023,"i07-09503.tif","Eielson, Jorge Eduardo (Peruvian painter, born 1923)","Peruvian","Quipus",,,"1964-1967",1964,1967,,"oil on canvas with knotted fabric","200 x 145 cm","Sculpture and Installations|Paintings","Painting","Private collection, Lima, Peru",,,,,,,,,,,"E. Sullivan, ed., ""Latin American Art in the Twentieth Century,"" p. 196, fig. 194",,,"i07-09503",,,,"E. Sullivan, spring 2007"
791024,"i07-09504.tif","Tola, José (Peruvian painter, born 1943)","Peruvian","Elena 24-2-87",,,1988,1988,1988,,"mixed media","219 x 126 cm","Sculpture and Installations|Paintings","Painting","Private collection, Lima, Peru",,,,,,,"Peru",,,,"E. Sullivan, ed., ""Latin American Art in the Twentieth Century,"" p. 199, fig. 196",,,"i07-09504",,,,"E. Sullivan, spring 2007"
946541,"i13-00560.tif",,"Roman","Necropolis Vaticana",,,"2nd century AD",100,199,,,,"Architecture and City Planning","painting",,," Rome, Roma, Lazio, Italy",,,,,"Italy","""H"": Mausoleum of C.Valerius Herma, niches decorated with figures of divinities, ancestors",,,"Harvard duplicate (K. Welch). IFA 35mm slide, 95-12577.",,,"i13-00560","Harvard University",,,"K. Welch, fall 2012."
946546,"i13-00565.tif",,"Roman","Necropolis Vaticana",,,"2nd century AD",100,199,,,,"Paintings","painting",,," Rome, Roma, Lazio, Italy",,,,,"Italy","""M"": Mausoleum of the Marci, west wall painting",,,"Harvard duplicate (K. Welch). IFA 35mm slide, 95-12565.",,,"i13-00565","Harvard University",,,"K. Welch, fall 2012."
1079643,"i13-01209.tif",,"Roman","Wall Painting Fragment, Naples",,,"late 1st century BC",-20,-10,"Augustan",,,"Paintings","wall painting fragment",,," Naples, Napoli, Campania, Italy",,,,,"Italy","3rd style wall painting bound beneath the Palazzo Corigliano",,,"Zevi, ""Neapolis"", pg.215, IFA 35mm slide, 99-2697.",,,"i13-01209",,,,"K.Welch, fall 2012."
1079708,"i13-01387.tif",,"Roman","House of the Tragic Poet, Pompeii",,,"89 BC-79 AD",-89,79,"Late Republic, Early Imperial",,,"Architecture and City Planning","reconstruction drawing",,," Pompeii, Napoli, Campania, Italy",,,,,"Italy","plan of house with original position of atrium paintings",,,"Bergmann, ""Art Bulletin"", 94, fig.23, IFA 35mm slide, 99-7790.",,,"i13-01387",,,,"K.Welch, fall 2012."
1079710,"i13-01389.tif",,"Roman","House of the Tragic Poet, Pompeii",,,"89 BC-79 AD",-89,79,"Late Republic, Early Imperial",,,"Architecture and City Planning","reconstruction drawing",,," Pompeii, Napoli, Campania, Italy",,,,,"Italy","watercolor, view of atrium with paintings",,,"Bergmann, ""Art Bulletin"", 94, fig.22, IFA 35mm slide, 99-7789.",,,"i13-01389",,,,"K.Welch, fall 2012."
1081189,"i13-01431.tif",,"Roman","Frescoes, Villa San Marco, Stabiae",,,"6th century BC-79 AD",-599,79,,,,"Architecture and City Planning|Paintings","painting",,," Naples, Napoli, Campania, Italy",,,,,"Italy","frescoes in situ in atrium, n.25",,,"""Mélanges de l'Ecole française de Rome Antiquité,"" 95 (1983), pg.911, IFA 35mm slide, 99-10285.",,,"i13-01431",,,,"K.Welch, fall 2012."
1081195,"i13-01437.tif",,"Roman","Frescoes, Villa San Marco, Stabiae",,,"6th century BC-79 AD",-599,79,,,,"Paintings","painting",,," Naples, Napoli, Campania, Italy",,,,,"Italy","partially restored frescoes in oecus 16",,,"""Mélanges de l'Ecole française de Rome Antiquité,"" 95 (1983), pg.920, IFA 35mm slide, 99-10290.",,,"i13-01437",,,,"K.Welch, fall 2012."
1081196,"i13-01438.tif",,"Roman","Villa San Marco, Stabiae",,,"6th century BC-79 AD",-599,79,,,,"Architecture and City Planning|Paintings","architecture",,," Naples, Napoli, Campania, Italy",,,,,"Italy","view with painted walls, peristyle",,,"Harvard University duplicate (K.Welch), 97-10700, IFA 35mm slide, 99-5369.",,,"i13-01438",,,,"K.Welch, fall 2012."
949487,"i13-01277.tif","Abu al-Ma'ali Nasrallah","Islamic, Iranian, Persian, Mongol","Kalila wa Dimna","View of frontispiece",,"ca. 1300",1275,1325,,,,"Manuscripts and Manuscript Illuminations|Paintings","Manuscript painting","Topkapi Palace Museum Library, Istanbul, Turkey","H. 363, fols. 1b-2a",,"Iran",,,,"Iran",,,,"Simpson, ""In the Beginning: Frontispieces and Front Matter in Ilkhanid and Injuid Manuscripts,"" Beyond the Legacy of Genghis Khan, 2006, p. 517, pl. 15.",,,"i13-01277",,,,"P. Soucek"
949483,"i13-01279.tif","Firdawsi","Islamic, Iranian, Persian, Injuid","Shahnama of Firdawsi","View of frontispiece",,"Safar 731/November 1330",1330,1330,,,,"Manuscripts and Manuscript Illuminations|Paintings","Manuscript painting","Topkapi Palace Museum Library, Istanbul, Turkey","H. 1479, fols. 4b-5a",,"Shiraz, Iran",,,,"Iran",,,,"Simpson, ""In the Beginning: Frontispieces and Front Matter in Ilkhanid and Injuid Manuscripts,"" Beyond the Legacy of Genghis Khan, 2006, p. 518, pl. 17.",,,"i13-01279",,,"Inju dynasty","P. Soucek"
949484,"i13-01280.tif",,"Islamic, Iranian, Persian, Injuid","Stephens Shahnama","View of illustration: The Diw Akwan Throws Rustam into the Sea",,"Inscribed 753/1352-1353",1352,1353,,,,"Manuscripts and Manuscript Illuminations|Paintings","Manuscript painting","Arthur M. Sackler Gallery, Smithsonian Institution, Washington, D.C., USA (Lent by Mr. and Mrs. Farhad Ebrahimi)","LTS1998.1.1.s and 1.1.3, fol. 145v",,"Shiraz, Iran",,,,"Iran",,,,"Wright, ""Patronage of the Arts of the Book under the Injuids of Shiraz,"" Beyond the Legacy of Genghis Khan, 2006, p. 521, pl. 20.","Elaine Wright",,"i13-01280",,,"Inju dynasty","P. Soucek"
949488,"i13-01282.tif",,"Islamic, Iranian, Persian, Injuid","St. Petersburg Illustrated Shahnama","View of illustration: Bahram Chubin killing Shir-i-Kappi (the Lion-ape)",,"733/1333",1333,1333,,,,"Manuscripts and Manuscript Illuminations|Paintings","Manuscript painting","Russian National Library, St. Petersburg, Russia","Dorn 329",,"Iran",,,,"Iran",,,,"Adamova, ""The St. Petersburg Illustrated Shahnama of 733 Hijra (1333 AD) and the Injuid School of Painting,"" Shahnama: The Visual Language of the Persian Book of Kings, 2004, p. 60, fig. 5.11.",,,"i13-01282",,,"Inju dynasty","P. Soucek"
946536,"i13-00555.tif",,"Roman","Necropolis Vaticana",,,"first half of the 2nd century AD",100,150,,,,"Architecture and City Planning","painting",,," Rome, Roma, Lazio, Italy",,,,,"Italy","""E"": Mausoleum of T. Aelius Tyrannus, interior",,,"Harvard duplicate (K. Welch). IFA 35mm slide, 95-12572.",,,"i13-00555","Harvard University",,,"K. Welch, fall 2012."
946537,"i13-00556.tif",,"Roman","Necropolis Vaticana",,,"117-138 AD",117,138,"Hadrianic",,,"Architecture and City Planning|Paintings","painted ceiling and walls",,," Rome, Roma, Lazio, Italy",,,,,"Italy","""G"": Mausoleum of ""The Teacher""",,,"Harvard duplicate (K. Welch). IFA 35mm slide, 95-12576.",,,"i13-00556","Harvard University",,,"K. Welch, fall 2012."
946545,"i13-00564.tif",,"Roman","Necropolis Vaticana",,,"2nd century AD",100,199,,,,"Paintings","painting",,," Rome, Roma, Lazio, Italy",,,,,"Italy","""M"": Mausoleum of the Marci, east wall painting",,,"Harvard duplicate (K. Welch). IFA 35mm slide, 95-12566.",,,"i13-00564","Harvard University",,,"K. Welch, fall 2012."
