Category,Name,Date of Appointment,La,Lo,Place,Notes,Degree
Education,Ms. Michele D. Marincola,,40.776338,-73.964047,Institute of Fine Arts,Sherman Fairchild Professor of Conservation,"MA '90, IFA (GSAS/History of Art and Archaeology); CERT '90, IFA (GSAS/Conservation of Hist & Artistic Wrk)"
,Dr. Ira S. Mark,,,,Mark Family Realty LLC,Manager,"XX '73, IFA (GSAS/Fine Arts)"
,"Ann Michelle Marlar, Ph.D.",,,,Morehouse College,Assistant Professor,"PHD '09, IFA (GSAS/History of Art and Archaeology)"
,Mr. Justin Akio Marquis,,40.779187,-73.963535,Metropolitan Museum of Art,Concept Editor,"MA '05, IFA (GSAS/History of Art and Archaeology)"
,"Dr. Michael J. Marrinan, Jr.",,,,Stanford University,Professor of Art History,"MA '76, IFA (GSAS/Fine Arts)"
,Ms. Anna E. Martin,,,, , ,"MA '96, IFA (GSAS/History of Art and Archaeology)"
,Ms. Deborah Marx,,,,The Center School,Latin Teacher,"MA '85, IFA (GSAS/Fine Arts)"
,Mrs. Barbara G. Mathes,,,,Barbara Mathes Gallery,Art Dealer,"XX '72, IFA (GSAS/Fine Arts)"
,Dr. Nancy Mowll Mathews,,,,Museum of Art,Senior Curator/ Lecturer,"XX '80, IFA (GSAS/Fine Arts)"
,Dr. Kathleen I. Matics,,,, , ,"BA '68, WSC; MA '70, IFA (GSAS/Fine Arts); PHD '78, GSAS"
,Dr. Barbara C. Matilsky,,,,Whatcom Museum, ,"MA '77, IFA (GSAS/Fine Arts)"
,Mrs. Christa C. Mayer Thurman Sala,,,,Christa C. Thurman Sala,Emerita,"MA '66, IFA (GSAS/Fine Arts)"
,Dr. Susan Mayer,,,,Washington State Parks,Director of Marketing,"MA '73, IFA (GSAS/Fine Arts)"
,Dr. Melissa A. Mc Quillan,,,,Wimbledon School of Art,"Head, Art & Perf. Studies Theory","XX '70, IFA (GSAS/Fine Arts)"
,Dr. Anna Marguerite McCann,,,,Massachussetts Institute of Technology,Visiting Scholar,"MA '57, IFA (GSAS/Fine Arts)"
,Dr. Charles B. McClendon,,,,in the History of Art,Sidney and Ellen Wien Professor,"MA '71, IFA (GSAS/Fine Arts)"
,Mr. Richard S McCoy,,,,Indianapolis Museum of Art,Assistant Conservator of Objects,"CERT '04, IFA (GSAS/Conservation of Hist & Artistic Wrk); MA '04, IFA (GSAS/History of Art and Archaeology)"
,"Thomas F. McDonough, Ph.D.",,,,Binghamton University,Associate Professor,"MA '94, IFA (GSAS/History of Art and Archaeology); PHD '98, IFA (GSAS/History of Art and Archaeology)"
,"Abigail McEwen, Ph.D.",,,,Department of Art History & Archaeology, ,"MA '05, IFA (GSAS/History of Art and Archaeology); PHD '10, IFA (GSAS/History of Art and Archaeology)"
,"Rachel Kordonowy McGarry, Ph.D.",,,,Minneapolis Institute of Arts,Associate Curator,"MA '99, IFA (GSAS/History of Art and Archaeology); PHD '07, IFA (GSAS/History of Art and Archaeology)"
,"Elizabeth P. McGowan, Ph.D.",,,,Williams College,Professor of Art,"MA '81, IFA (GSAS/Fine Arts); PHD '93, IFA (GSAS/History of Art and Archaeology)"
,"Heidi K. McGowan, Ph.D.",,,,The Nightingale-Bamford School,"Head, History Department","MA '89, IFA (GSAS/Fine Arts); MPHIL '93, GSAS (French Studies - History); PHD '11, GSAS (French Studies - History)"
,Ms. Bannon McHenry,,,,Fordham College of Liberal Studies,Adjunct Professor,"XX '81, IFA (GSAS/Fine Arts)"
,Ms. Caitlin Sayrs McKenna,,,,"Arts of Asia, Africa, &",Curatorial Assistant,"MA '11, IFA (GSAS/History of Art and Archaeology)"
,"Allan Dean McKenzie, Ph.D.",,,,Department of Art History,Professor Emeritus,"PHD '65, IFA (GSAS/Fine Arts)"
,Ms. Beatrix Medinger,,,,VIART Corporation,Managing Principal,"MA '72, IFA (GSAS/Fine Arts)"
,Ms. Jill A. Medvedow,,,,The Institute of Contemporary Art,Director,"XX '80, IFA (GSAS/Fine Arts)"
Conservation,Ms. Melissa S. Meighan,,39.96557,-75.180966,Philadelphia Museum of Art,Objects Conservator,CERT 1983
,Ms. Emily Anne Melchin,,,,Kings Manor Museum,Manager of Programs,"MA '12, IFA (GSAS/History of Art and Archaeology)"
,"Leatrice Mendelsohn, Ph.D.",,,,O'Toole Ewald Art Assoc.,Art Appraiser and Adjunct Assoc. Prof.,"MA '68, IFA (GSAS/Fine Arts); PHD '78, IFA"
,Dr. Jerry D. Meyer,,,,Northern Illinois University,Professor of Art History,"PHD '73, IFA (GSAS/Fine Arts)"
,"Cora Anne Michael, Ph.D.",,,,Department of Drawings and Prints,Assistant Curator,"MA '99, IFA (GSAS/History of Art and Archaeology); PHD '06, IFA (GSAS/History of Art and Archaeology)"
,Ms. Bonni-Dara Michaels,,,,Yeshiva University Museum,Collections Curator,"MA '81, IFA (GSAS/Fine Arts)"
,Dr. Elizabeth J. Milleker,,,,Greek and Roman Art,Associate Curator-Retired ,"MA '80, IFA (GSAS/Fine Arts); PHD '86, IFA (GSAS/Fine Arts)"
,Mr. Marc H. Miller,,,,Ephemera Press,Founder and Director,"MA '71, IFA (GSAS/Fine Arts); PHD '79, IFA"
,Dr. Naomi Miller,,42.3505,-71.105399,Boston University,Professor Emerita,"MA '61, IFA (GSAS/Fine Arts); PHD '66, GSAS"
,"Peter Benson Miller, Ph.D.",,,,American Academy in Rome,Andrew Heiskell Arts Director,"PHD '03, IFA (GSAS/History of Art and Archaeology)"
,Ms. Mary A. Mills,,,, ,Contract Interior Designer,"MA '58, IFA (GSAS/Fine Arts)"
,Ms. Elizabeth Helman Minchilli,,,, ,Author,"MA '86, IFA (GSAS/Fine Arts)"
,"Kalliopi Minioudaki, Ph.D.",,,, ,Independent,"MA '01, IFA (GSAS/History of Art and Archaeology); PHD '09, IFA (GSAS/History of Art and Archaeology)"
,Ms. Margaret Minnick,,,,Minnick Appraisal Service,Art Appraiser,"MA '82, IFA (GSAS/Fine Arts)"
,Ms. Mary-Elizabeth Mitchell,,,,,,"MA '91, IFA (GSAS/Conservatn Center Training Pgm)"
,Ms. Justine B. Moeckli,,,,Musée d'art et d'histoire,Assistant Curator,"MA '05, IFA (GSAS/History of Art and Archaeology)"
,Mr. Charles S. Moffett,,,,"Impressionist, Modern & Contemporary Art",Vice Chairman ,"XX '71, IFA (GSAS/Fine Arts)"
,"Andrei B. Molotiu, Ph.D.",,,,Indiana University,Professor of Art History,"MA '92, IFA (GSAS/History of Art and Archaeology); PHD '99, IFA (GSAS/History of Art and Archaeology)"
,Mr. Masao Momiyama,,40.761433,-73.977622,Museum of Modern Art,Curator,"MA '99, IFA (GSAS/History of Art and Archaeology)"
,Ms. Valentina Giovanna Moncada,,,,Galleria Valentina Moncada, ,"MA '09, IFA (GSAS/History of Art and Archaeology)"
,Ms. Wendy P. Monk,,,,International Pathways Inc.,"Director, Mededpath","MA '81, IFA (GSAS/Fine Arts)"
,Ms. Denyse L. Montegut,,,,Fashion Institute of Technology,Associate Professor,"MA '91, IFA (GSAS/History of Art and Archaeology); CERT '92, IFA (GSAS/Conservation of Hist & Artistic Wrk)"
,Ms. Kelly S. Moody,,,,Development & Campaigns,Executive Director,"BA '92, WSC (Fine Arts); MA '94, IFA (GSAS/History of Art and Archaeology)"
,Ms. Kate Winston Moomaw,,,, , ,"MA '07, IFA (GSAS/History of Art and Archaeology); CERT '07, IFA (GSAS/Conservation of Hist & Artistic Wrk)"
,Dr. Derek A R Moore,,,,Skidmore Owings & Merrill LLP,Associate,"MA '80, IFA (GSAS/Fine Arts); PHD '88, IFA (GSAS/Fine Arts)"
,Ms. Jessica Moore,,,,United Dallas Museum of Art, ,"MA '11, IFA (Museum Studies)"
,Ms. Julia Moore,,,,"Julia Moore ArtEditing, Inc.",Art & Architecture Editor,"MA '67, IFA"
,"Kathryn Blair Moore, Ph.D.",,,,Postdoctoral Fellow,ACLS Visiting Lecturer &,"MA '05, IFA (GSAS/History of Art and Archaeology); PHD '11, IFA (GSAS/History of Art and Archaeology)"
,Dr. Mary B. Moore,,,,Hunter College,Professor of Art History,"MA '66, IFA (GSAS/Fine Arts)"
,Ms. Kellie Morgan,,,,Wexner Center for the Arts,Community Outreach & Marketing Manager,"MA '10, IFA (Museum Studies)"
,"Anne McGee Morganstern, Ph.D.",,,,Department of History of Art,Professor Emeritus/Teacher,"MA '61, IFA (GSAS/Fine Arts); PHD '70, IFA"
,Mr. James Morganstern,,,,Ohio State University,Emeritus Professor,"MA '64, IFA (GSAS/Fine Arts)"
,"Laura A. Morowitz, Ph.D.",,,,Wagner College,Professor of Art History,"MA '90, IFA (GSAS/Fine Arts); PHD '96, IFA (GSAS/History of Art and Archaeology)"
,Ms. Kathryn McCauley Morton,,,,Riverside Public Library,Cultural Programs Coordinator,"XX '70, WSC; MA '72, IFA"
,"Marsha Lee Morton, Ph.D.",,,,Pratt Institute,Dr./Professor,"PHD '86, IFA (GSAS/Fine Arts)"
,"Anita F. Moskowitz, Ph.D.",,,,Department of Art,Professor and Chairperson,"MA '71, IFA (GSAS/Fine Arts); PHD '78, IFA"
Conservation,Mr. Norman E. Muller,,40.343989,-74.651448,Princeton University,Conservator,CERT 1972
,Dr. Priscilla Elkow Muller,,,,The Hispanic Society of America,Curator Emerita of the Museum,"MA '59, IFA (GSAS/Fine Arts)"
,Mr. Edgar J. Munhall,,40.771277,-73.967134,The Frick Collection,Curator Emeritus,"MA '57, IFA (GSAS/Fine Arts)"
,Ms. Samantha Murano,,,,State of North Carolina, ,"MA '08, IFA (Museum Studies)"
,"Maya B. Muratov, Ph.D.",,,,Adelphi University,Assistant Professor of Art History,"MA '00, IFA (GSAS/History of Art and Archaeology); PHD '05, IFA (GSAS/History of Art and Archaeology)"
,Ms. Diana L. Murphy,,,,Harry N. Abrams Publisher, ,"BA '83, WSC; MA '90, IFA (GSAS/History of Art and Archaeology)"
,Ms. Nicole Robyn Myers,,39.044968,-94.580923,Nelson-Atkins Museum,Associate Curator,"MA '06, IFA (GSAS/History of Art and Archaeology)"
,Dr. Cynthia Wolk Nachmani,,,,"Cynthia Nachmani, Ph.D.",Art Lecturer,"XX '64, WSC; MA '67, IFA (GSAS/Fine Arts)"
,Ms. Rachel Therese Nackman,,,,Fifth Floor Foundation,Curator,"MA '11, IFA (GSAS/History of Art and Archaeology)"
,Ms. Shania Naderipour,,,,Meredith Ward Fine Art,Dealer's Assistant,"MA '13, IFA (GSAS/History of Art and Archaeology)"
,Ms. Jilleen M. Nadolny,,,,Art Access & Research,Senior Research Associate,"CERT '94, IFA (GSAS/Conservation of Hist & Artistic Wrk); MA '94, IFA (GSAS/History of Art and Archaeology)"
,Ms. Emi Maia Nam,,,,Barack Ferrazzano,"Assoc, Corporate/Securities","MA '03, IFA (GSAS/History of Art and Archaeology)"
,Dr. Roald Nasgaard,,,,Florida State University,"Professor and Chair, Department of Art History","PHD '73, IFA (GSAS/Fine Arts)"
,"Mika M. Natif, Ph.D.",,,,College of the Holy Cross,Visiting Professor,"MA '02, IFA (GSAS/History of Art and Archaeology); PHD '06, IFA (GSAS/History of Art and Archaeology)"
,Professor Gerald Needham,,,,Department of Visual Arts, ,"MA '63, IFA (GSAS/Fine Arts)"
,"Adele Edelen Nelson, Ph.D.",,,,Temple University,Assistant Professor,"MA '03, IFA (GSAS/History of Art and Archaeology); PHD '12, IFA (GSAS/History of Art and Archaeology)"
Non-profit Arts Administration,"Jonathan Nelson, Ph.D.",,43.786878,11.309931,Villa I Tatti | The Harvard University Center for Italian Renaissance Studies,Assistant Director for Programs,PhD 1992
,"Robert S. Nelson, Ph.D.",,,,History of Art,Robert Lehman Professor of Art,"MA '73, IFA (GSAS/Fine Arts); PHD '78, IFA"
,Mrs. Meredith Picton Nelson-Berry,,40.779187,-73.963535,Metropolitan Museum of Art,Administrative Asst,"MA '09, IFA (GSAS/History of Art and Archaeology)"
For-profit Arts Professional,"Lauren S. Nemroff, Ph.D.",,37.422114,-122.086744,Google,Program Manager of the Google Cultural Institute,PhD 2005
,Ms. Jerri Reynolds Newman,,,, , ,"MA '85, IFA (GSAS/History of Art and Archaeology); CERT '85, IFA (GSAS/Conservation of Hist & Artistic Wrk)"
Conservation,Ms. Won Y. Ng,,40.671206,-73.963631,Brooklyn Museum,Conservationist,Certificate in Conservation 1994
,Dr. Charlotte Flint Nichols,,,,Seton Hall University,Associate Professor of Art History,"MA '80, IFA (GSAS/Fine Arts); PHD '88, IFA (GSAS/Fine Arts)"
,"Margot McIlwain Nishimura, Ph.D.",,,,Art History,Part-time Faculty,"MA '89, IFA (GSAS/Fine Arts); PHD '99, IFA (GSAS/History of Art and Archaeology)"
,Ms. Petria Noble,,,,Royal Cabinet of Paintings Mauritshuis,Senior Conservator,"MA '93, IFA (GSAS/Conservatn Center Training Pgm)"
Education,Dr. Linda Nochlin,,40.776338,-73.964047,Institute of Fine Arts,Professsor Emeritus of Modern Art,"PHD '63, IFA (GSAS/Fine Arts)"
,Mr. Christopher A. Noey,,40.779187,-73.963535,Metropolitan Museum of Art,Senior Producer and General Manager for Film & Video,"MA '82, IFA (GSAS/Fine Arts)"
Education,"Elizabeth A. Nogrady, Ph.D.",,41.68682,-73.89522,Vassar College,"The Andrew W. Mellon Coordinator of Academic Programs, The Frances Lehman Loeb Art Center","PHD '09, IFA (GSAS/History of Art and Archaeology)"
,Ms. Kristina S. Nordstrom,,,, ,English Teacher,"BA '66, WSC; XX '72, IFA (GSAS/Fine Arts)"
,Dr. Andrea Spaulding Norris,,,, ,"Art Writer, Museum Consultant","MA '69, IFA (GSAS/Fine Arts)"
,Dr. Ann Wood Norton,,,,"Providence College, Department of Art/ Art History",Professor of Humanities in Art History,"XX '64, IFA (GSAS/Fine Arts)"
,Ms. Natalie B. O'Dell,,,,The Phillips Collection,Museum Assistant,"MA '12, IFA (GSAS/History of Art and Archaeology)"
Conservation,Ms. Elma M. O'Donoghue,,34.063932,-118.359229,Los Angeles County Museum of Art,Associate Painting Conservator,"MA '89, IFA (GSAS/History of Art and Archaeology); CERT '96, IFA (GSAS/Conservation of Hist & Artistic Wrk)"
,Ms. Mary Oey,,,,Library of Congress,Conservator,"CERT '07, IFA (GSAS/Conservation of Hist & Artistic Wrk); MA '07, IFA (GSAS/History of Art and Archaeology)"
,Ms. Caitlin R. O'Grady,,,,Virginia Department of Historic Resources,Scientist II (Conservator),"MA '04, IFA (GSAS/History of Art and Archaeology); CERT '04, IFA (GSAS/Conservation of Hist & Artistic Wrk)"
,Mrs. Jo Anne C. Olian,,,,Museum of the City of New York,Curator Emeritus,"MA '72, IFA (GSAS/Fine Arts)"
,Ms. Leah Manon Ollman,,,, ,Arts Writer,"MA '86, IFA (GSAS/Fine Arts)"
,Dr. John F. Omelia,,,,Manhattan College,Professor of Fine Arts,"XX '61, IFA (GSAS/Fine Arts)"
,"Adela F.L. Oppenheim, Ph.D.",,40.779187,-73.963535,Metropolitan Museum of Art,Associate Curator ,"BA '86, WSC; PHD '08, IFA (GSAS/History of Art and Archaeology)"
,Dr. Margaret A. Oppenheimer,,,,Art Solutions, ,"MA '90, IFA (GSAS/History of Art and Archaeology); PHD '96, IFA (GSAS/History of Art and Archaeology)"
,Ms. Kathleen R. Ordway,,,,English Department Chair,AP Art History Teacher,"MA '91, IFA (GSAS/History of Art and Archaeology)"
,Dr. Nadine M. Orenstein,,40.779187,-73.963535,Metropolitan Museum of Art,Curator,"MA '85, IFA (GSAS/Fine Arts); PHD '92, IFA (GSAS/History of Art and Archaeology)"
,Mrs. Janice Carlson Oresman,,,, ,Art Advisor & Independent Curator,"MA '72, IFA (GSAS/Fine Arts)"
,"Luisa J. Orto-Symmans, Ph.D.",,,,University of Houston,Affiliate Professor of Design History,"MA '88, IFA (GSAS/Fine Arts); PHD '95, IFA (GSAS/History of Art and Archaeology)"
,Ms. Kathryn Ann Osborn,,,,Collector Systems,"Vice President, Client Services","ADCRT '06, IFA (Museum Studies)"
,Dr. Stephen E. Ostrow,,,,Library of Congress,"Chief, Prints and Photographs Division","MA '59, IFA (GSAS/Fine Arts); PHD '66, GSAS"
,Mr. Ronald Y. Otsuka,,,,Denver Art Museum,"Curator, Asian Art","MA '70, IFA (GSAS/Fine Arts)"
,Ms. Elizabeth A. Oustinoff,,,,Adelson Galleries,Director,"MA '83, IFA (GSAS/Fine Arts)"
,"Karen Eileen Overbey, Ph.D.",,,,Department of Art and Art History,Associate Professor,"MA '95, IFA (GSAS/History of Art and Archaeology); PHD '03, IFA (GSAS/History of Art and Archaeology)"
Curatorial,"Lelia V. Packer , Ph.D.",,51.508929,-0.128299,"The National Gallery, UK",McCrindle Curatorial Assistant,"PHD '12, IFA (GSAS/History of Art and Archaeology)"
Conservation,Ms. Lenora Paglia,,40.644395,-74.077733,Staten Island Museum,Conservator of Paintings,"CERT '88, IFA (GSAS/Conservation of Hist & Artistic Wrk)"
,Ms. Susanna Pancaldo,,,,Petrie Museum of Egyptian Archaeology,Conservation Manager,"MA '96, IFA (GSAS/History of Art and Archaeology); CERT '97, IFA (GSAS/Conservation of Hist & Artistic Wrk)"
,Dr. Elizabeth C. Parker,,,,Fordham University,Professor Emerita of Art History,"MA '67, IFA (GSAS/Fine Arts)"
,Ms. Jennifer Ann Parsons,,40.78298,-73.958971,Solomon R. Guggenheim Museum,Manager of Corporate Membership,"MA '06, IFA (Museum Studies)"
Curatorial,Ms. Merribell M. Parsons,,29.437331,-98.482137,San Antonio Museum of Art,Curator of European Art,MA 1967
,Ms. Wendy A. Partridge,,,,Intermuseum Conservation Association,Associate Paintings Conservator,"MA '99, IFA (GSAS/History of Art and Archaeology); CERT '99, IFA (GSAS/Conservation of Hist & Artistic Wrk)"
,Mr. Andrew J. Pastore,,,,New York Public Library,Installation Coordinator,"MA '06, Gallatin (Individualized Study); ADCRT '06, IFA (Museum Studies)"
,Ms. Ellen J. Pearlstein,,34.072949,-118.443176,UCLA/Getty Conservation Program,Associate Professor,"CERT '82, IFA (GSAS/Conservation of Hist & Artistic Wrk)"
Curatorial,Elsie Holmes Peck,,42.359323,-83.064472,Detroit Institute of Arts,Curator,1965
Conservation,Ms. Sylvie Penichon,,32.747855,-97.36901,Amon Carter Museum of American Art,Conservator of Photographs,"MA '98, IFA (GSAS/History of Art and Archaeology); CERT '98, IFA (GSAS/Conservation of Hist & Artistic Wrk)"
,Elizabeth A. Pergam,,,,Dian Woodner Collection,Curator,"PHD '01, IFA (GSAS/History of Art and Archaeology)"
,Ms. Barbara J. Perkins,,,,Drew University,Assistant VP-Advancement Communications,"MA '87, IFA (GSAS/Fine Arts)"
,Ms. Ruth Perlin,,,,Ctr for the Study of Modern Art,Associate Director,"MA '64, IFA"
,Ms. Meg J. Perlman,,,,"Perlman-Garr, Inc.",Independent Curator,"XX '73, IFA (GSAS/Fine Arts)"
,Ms. Jennifer Perry,,40.779187,-73.963535,Metropolitan Museum of Art,Conservator of Japanese Paintings,"MA '93, IFA (GSAS/History of Art and Archaeology); CERT '93, IFA (GSAS/Conservation of Hist & Artistic Wrk)"
Curatorial,Ms. Heather Elise Pesanti,,30.26925,-97.742737,The Contemporary Austin,Senior Curator,MA 2004
Miscellaneous,Ms. Alice Marshall Pesch,,38.069581,-78.700575,amp Designs,Designer and Owner,"MA '08, IFA (GSAS/History of Art and Archaeology)"
Non-profit Arts Administration,Ms. Kendall L. Peterson,,39.743656,-104.998167,Denver Office of Cultural Affairs,Public Art Manager,"MA '94, IFA (GSAS/History of Art and Archaeology)"
Education,Dr. Olenka Z. Pevny,,37.573961,-77.539614,University of Richmond,Associate Professor,"XX '85, WSC; MA '87, IFA (GSAS/Fine Arts); PHD '95, IFA (GSAS/History of Art and Archaeology)"
,Dr. Christopher A. Pfaff,,,, , ,"MA '85, IFA (GSAS/Fine Arts); PHD '92, IFA (GSAS/History of Art and Archaeology)"
,Ms. Wynne Hutchinson Phelan,,,,"Museum of Fine Arts, Houston",Conservation Director,"MA '72, IFA (GSAS/History of Art and Archaeology); CERT '72, IFA (GSAS/Conservation of Hist & Artistic Wrk)"
,Ms. Ariel Phillips,,,,Lower Manhattan Cultural Council,Development Associate,"MA '11, IFA (GSAS/History of Art and Archaeology)"
,"Alan Phipps Darr, Ph.D.",,,,Decorative Arts Dept & Walter B. Ford II ,"Head of European Paintings, Sculpture &","MA '75, IFA (GSAS/Fine Arts); PHD '80, IFA"
,Dr. Claudia Roth Pierpont,,,,The New Yorker,Staff Writer,"XX '78, IFA (GSAS/Fine Arts); PHD '88, IFA (GSAS/Fine Arts)"
,Ms. Lisa C. Pilosi,,40.779187,-73.963535,Metropolitan Museum of Art,Conservator,"CERT '88, IFA (GSAS/Conservation of Hist & Artistic Wrk); MA '88, IFA (GSAS/History of Art and Archaeology)"
,Dr. Debra D. Pincus,,,, , ,"XX '63, IFA (Not Available)"
Education,"Anna Piotrowska, Ph.D.",,25.091209,55.156073,American University in Dubai,Assistant Professor of Art History,"PhD 2009, Certificate in Conservation 2009"
,Mrs. Pamela P. Plumb,,,,Pamela Plumb & Associates,Consultant,"MA '67, IFA (GSAS/Fine Arts)"
Curatorial,Ms. Paulina Pobocha,,-73.977622,-73.977622,Museum of Modern Art,"Assistant Curator, Department of Painting and Sculpture","MA '03, IFA (GSAS/History of Art and Archaeology)"
,"Marcelle Polednik, Ph.D.",,,,Museum of Contemporary Art Jacksonville,Director,"MA '02, IFA (GSAS/History of Art and Archaeology); PHD '09, IFA (GSAS/History of Art and Archaeology)"
,Ms. Barbara E. Pollard Stein,,,,Jewish Theological Seminary,Project Manager,"MA '80, IFA (GSAS/Fine Arts)"
Education,Dr. Joseph Polzer,,51.07816,-114.135801,University of Calgary,Professor,PhD 1963
,"Maggie L. Popkin, Ph.D.",,,, , ,"MA '07, IFA (GSAS/History of Art and Archaeology); PHD '12, IFA (GSAS/History of Art and Archaeology)"
,Mr. Matthew A. Postal,,,,Landmarks Preservation Commission,"Architectural Historian, Freelance","MA '91, IFA (GSAS/History of Art and Archaeology)"
,Mrs. Ines Losada Powell,,,,College and Graduate Students,Internship Coordinator for,"XX '81, IFA (GSAS/Fine Arts)"
,"Edward David Powers, Ph.D.",,,,Queen's College,Professor,"MA '97, IFA (GSAS/History of Art and Archaeology); PHD '03, IFA (GSAS/History of Art and Archaeology)"
,Dr. William L. Pressly,,,,Art and Art History,Professor,"PHD '74, IFA (GSAS/Fine Arts)"
,Ms. Irene Fraley Preston,,,, ,Artist,"CERT '81, IFA (GSAS/Conservation of Hist & Artistic Wrk); MA '81, IFA (GSAS/History of Art and Archaeology)"
Curatorial,Ms. Jennifer Casler Price,,32.748612,-97.365136,Kimball Art Museum,Curator for Asian & Non-Western Art,MA 1986
,Mr. Steven Prins,,,,Steven Prins & Co., ,"XX '83, IFA (GSAS/Fine Arts)"
,"Ellen Felicia Prokop, Ph.D.",,,,Frick Art Reference Library,Associate Photoarchivist,"PHD '06, IFA (GSAS/History of Art and Archaeology)"
,Dr. Catherine R. Puglisi,,,,Rutgers University,Professor of Art History,"PHD '83, IFA"
,"John F. Pultz, Ph.D.",,,,University of Kansas,Associate Professor and Associate Curator,"PHD '93, IFA (GSAS/History of Art and Archaeology)"
,Mr. Stuart W. Pyhrr,,,,Department of Arms and Armor,Distinguished Research Curator,"XX '73, IFA (GSAS/Fine Arts)"
,"Elena Quevedo, Ph.D.",,,,The MacDowell Colony,Director of Special Events,"MA '85, IFA (Medieval & Renaissance Studies); PHD '96, IFA (GSAS/History of Art and Archaeology)"
Education,Ms. Bridget J. Quinn,,37.735794,-122.47168,San Francisco Waldorf High School,Writer and Educator,MA 1991
,Dr. Rebecca A. Rabinow,,40.779187,-73.963535,Metropolitan Museum of Art,Associate Curator,"MA '90, IFA (GSAS/Fine Arts); PHD '95, IFA (GSAS/History of Art and Archaeology)"
,Dr. Gary M. Radke,,,,Syracuse University,Dean's Professor of the Humanities,"PHD '80, IFA (GSAS/Fine Arts)"
,"Lisa M. Rafanelli, Ph.D.",,,,Manhattanville College,Associate Professor of Art History,"MA '89, IFA (GSAS/Fine Arts); PHD '04, IFA (GSAS/History of Art and Archaeology)"
,Ms. Caroline Cummings Rafferty,,,,Carolina George,Partner,"MA '12, IFA (GSAS/History of Art and Archaeology)"
,Mr. Bobby G. Rainwater,,,,New York Public Library,Curator of Special Collections,"MA '69, IFA (GSAS/Fine Arts)"
,"Eric Matthew Ramirez-Weaver, Ph.D.",,,,University of Virginia,Asst. Professor,"PHD '08, IFA (GSAS/History of Art and Archaeology)"
,Ms. Leslie J. Ransick Gat,,40.671206,-73.963631,Brooklyn Museum, ,Certificate in Conservation 1998
,Mr. Thomas E. Rassieur,,,,Prints and Drawings,John E. Andrus III Curator of,"MA '94, IFA (GSAS/History of Art and Archaeology)"
,Dr. Felicity B. Ratte,,,,Marlboro College,Dean of Faculty,"MA '90, IFA (GSAS/Fine Arts); PHD '95, IFA (GSAS/History of Art and Archaeology)"
,Dr. Beatrice C. Rehl,,,,Cambridge University Press,Publishing Director,"MA '79, IFA (GSAS/Fine Arts); PHD '84, IFA"
,Prof. Lisa A. Reilly,,,,University of Virginia,Associate Professor,"PHD '91, IFA (GSAS/History of Art and Archaeology)"
,Dr. Sabine Rewald,,,,Curator of Modern Art,Jacques and Natasha Gelman ,"MA '78, GSAS (Not Available); PHD '85, IFA (GSAS/Fine Arts)"
,Ms. Valrae Reynolds,,,,The Newark Museum,"Senior Curator, Asian Collection","MA '68, IFA (GSAS/Fine Arts)"
,Dr. Jonathan P. Ribner,,42.3505,-71.105399,Boston University,Associate Professor of Art History,"MA '78, IFA (GSAS/Fine Arts); PHD '86, IFA (GSAS/Fine Arts)"
,Ms. Shelley E. Rice,,,,Photography and Imaging,Arts Professor,"MA '75, IFA (GSAS/Fine Arts)"
,Ms. Martha L. Richardson,,,,Martha Richardson Fine Art,Owner,"MA '86, IFA (GSAS/Fine Arts)"
,Dr. Margaret M. Richter,,,,H. W. Wilson Company,"Editor, Art & Humanities Index","MA '86, IFA (GSAS/Fine Arts); PHD '98, IFA (GSAS/History of Art and Archaeology)"
,Ms. Caroline Rieger,,,,"Rieger Art Conservation, LLC",Private Conservator,"MA '89, IFA (GSAS/History of Art and Archaeology); CERT '89, IFA (GSAS/Conservation of Hist & Artistic Wrk)"
,Mr. Benjamin A. Rifkin,,,,Rifkin Fine Arts, ,"MA '67, IFA (GSAS/Fine Arts)"
,"Jonathan Hume Ritter, Ph.D.",,,,Urban Design and Architecture Studies,Assistant Director,"MA '99, IFA (GSAS/History of Art and Archaeology); PHD '07, IFA (GSAS/History of Art and Archaeology)"
,Mr. Curtis M. Roberts,,,,Hamburg & Golden P.C., ,"MA '80, IFA (GSAS/Fine Arts)"
,Mr. James D. Roberts,,,,Management & Visitor Services,Chief of Cultural Resources,"MA '81, IFA (GSAS/History of Art and Archaeology); CERT '81, IFA (GSAS/Conservation of Hist & Artistic Wrk)"
,"Linda Jones Roccos, Ph.D.",,,,College of Staten Island,Professor,"BA '73, WSC (Fine Arts); PHD '86, IFA (GSAS/Fine Arts)"
,Ms. Anne Marie Rochfort,,,,Marlborough Gallery,Archivist,"MA '08, IFA (GSAS/History of Art and Archaeology)"
,Ms. Clara-Ines Rojas-Sebesta,,,,CRS Conservation,Paper Conservator,"CERT '05, IFA (GSAS/Conservation of Hist & Artistic Wrk)"
,Ms. Hedy Roma,,,,World Monuments Fund,Director of Development,"BA '86, WSC; MA '92, IFA (GSAS/History of Art and Archaeology)"
,"Katherine Ann Romba, Ph.D.",,,,Department of Art,Assistant Professor,"MA '95, IFA (GSAS/History of Art and Archaeology); PHD '05, IFA (GSAS/History of Art and Archaeology)"
,Mr. Christopher Lee Romero,,,,Pitforms,Gallery Associate,"MA '12, IFA (Museum Studies)"
